ent_id,unique_id,st_code,dist_code,sbd_code,ent_type,name,dem_class,ivlg_count,uvlg_count,town_count,hhld_count,total_pop,male_count,female_count,area_sqkm,pop_per_sqkm_old,pop_per_sqkm_new
0101900073,0101900073R,01,019,00073,SUB-DISTRICT,Chenani,RURAL,46,1,0,10319,60568,31380,29188,310.33,195.0,195.17288048206748
0101900073,0101900073U,01,019,00073,SUB-DISTRICT,Chenani,URBAN,0,0,2,806,4185,2244,1941,1.79,2338.0,2337.9888268156424
0101900074,0101900074T,01,019,00074,SUB-DISTRICT,Ramnagar,TOTAL,88,2,1,28317,167010,86755,80255,1025.65,163.0,162.8333252084044
0101900074,0101900074R,01,019,00074,SUB-DISTRICT,Ramnagar,RURAL,88,2,0,26987,160718,83518,77200,1020.94,157.0,157.42159186631926
0101900074,0101900074U,01,019,00074,SUB-DISTRICT,Ramnagar,URBAN,0,0,1,1330,6292,3237,3055,4.71,1336.0,1335.8811040339704
0101900075,0101900075T,01,019,00075,SUB-DISTRICT,Majalta,TOTAL,42,0,0,9243,47663,25087,22576,235.35,203.0,202.5196515827491
0101900075,0101900075R,01,019,00075,SUB-DISTRICT,Majalta,RURAL,42,0,0,9243,47663,25087,22576,235.35,203.0,202.5196515827491
0101900075,0101900075U,01,019,00075,SUB-DISTRICT,Majalta,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0102000000,0102000000T,01,020,00000,DISTRICT,Reasi,TOTAL,253,2,5,56689,314667,166461,148206,1719.0,183.0,183.0523560209424
0102000000,0102000000R,01,020,00000,DISTRICT,Reasi,RURAL,253,2,0,51659,287671,151481,136190,1679.99,171.0,171.2337573437937
0102000000,0102000000U,01,020,00000,DISTRICT,Reasi,URBAN,0,0,5,5030,26996,14980,12016,39.01,692.0,692.0276852089208
0102000076,0102000076T,01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,TOTAL,61,0,0,25782,147843,78181,69662,857.26,172.0,172.45993047616827
0102000076,0102000076R,01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,RURAL,61,0,0,25782,147843,78181,69662,857.26,172.0,172.45993047616827
0102000076,0102000076U,01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0102000077,0102000077T,01,020,00077,SUB-DISTRICT,Reasi,TOTAL,192,2,5,30907,166824,88280,78544,861.53,194.0,193.63690179099973
0102000077,0102000077R,01,020,00077,SUB-DISTRICT,Reasi,RURAL,192,2,0,25877,139828,73300,66528,822.52,170.0,169.99951368963673
0102000077,0102000077U,01,020,00077,SUB-DISTRICT,Reasi,URBAN,0,0,5,5030,26996,14980,12016,39.01,692.0,692.0276852089208
0102100000,0102100000T,01,021,00000,DISTRICT,Jammu,TOTAL,780,72,20,314199,1529958,813821,716137,2342.0,653.0,653.2698548249359
0102100000,0102100000R,01,021,00000,DISTRICT,Jammu,RURAL,780,72,0,159291,764945,401603,363342,2089.87,366.0,366.02515945967934
0102100000,0102100000U,01,021,00000,DISTRICT,Jammu,URBAN,0,0,20,154908,765013,412218,352795,252.13,3034.0,3034.200610796018
0102100078,0102100078T,01,021,00078,SUB-DISTRICT,Akhnoor,TOTAL,207,19,3,54133,250446,133592,116854,969.5,258.0,258.3249097472924
0102100078,0102100078R,01,021,00078,SUB-DISTRICT,Akhnoor,RURAL,207,19,0,48256,218825,114114,104711,960.77,228.0,227.76002581262946
0102100078,0102100078U,01,021,00078,SUB-DISTRICT,Akhnoor,URBAN,0,0,3,5877,31621,19478,12143,8.73,3622.0,3622.107674684994
0102100079,0102100079T,01,021,00079,SUB-DISTRICT,Jammu,TOTAL,309,11,11,195906,970335,517447,452888,1069.72,907.0,907.0925101895823
0102100079,0102100079R,01,021,00079,SUB-DISTRICT,Jammu,RURAL,309,11,0,56576,284890,150516,134374,848.45,336.0,335.77700512699624
0102100079,0102100079U,01,021,00079,SUB-DISTRICT,Jammu,URBAN,0,0,11,139330,685445,366931,318514,221.27,3098.0,3097.7764721833055
0102100080,0102100080T,01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,TOTAL,163,27,4,41528,197739,104475,93264,245.26,806.0,806.2423550517818
0102100080,0102100080R,01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,RURAL,163,27,0,35767,169459,89097,80362,238.48,711.0,710.579503522308
0102100080,0102100080U,01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,URBAN,0,0,4,5761,28280,15378,12902,6.78,4171.0,4171.091445427728
0102100081,0102100081T,01,021,00081,SUB-DISTRICT,Bishnah,TOTAL,101,15,2,22632,111438,58307,53131,158.18,705.0,704.5012011632317
0102100081,0102100081R,01,021,00081,SUB-DISTRICT,Bishnah,RURAL,101,15,0,18692,91771,47876,43895,142.83,643.0,642.5190786249386
0102100081,0102100081U,01,021,00081,SUB-DISTRICT,Bishnah,URBAN,0,0,2,3940,19667,10431,9236,15.35,1281.0,1281.2377850162866
0102200000,0102200000T,01,022,00000,DISTRICT,Samba,TOTAL,345,31,6,65385,318898,169124,149774,904.0,353.0,352.7632743362832
0102200000,0102200000R,01,022,00000,DISTRICT,Samba,RURAL,345,31,0,54718,265283,139365,125918,865.24,307.0,306.6004807914567
0102200000,0102200000U,01,022,00000,DISTRICT,Samba,URBAN,0,0,6,10667,53615,29759,23856,38.76,1383.0,1383.2559339525285
0102200082,0102200082T,01,022,00082,SUB-DISTRICT,Samba,TOTAL,345,31,6,65385,318898,169124,149774,903.65,353.0,352.89990593703317
0102200082,0102200082R,01,022,00082,SUB-DISTRICT,Samba,RURAL,345,31,0,54718,265283,139365,125918,864.89,307.0,306.7245545676329
0102200082,0102200082U,01,022,00082,SUB-DISTRICT,Samba,URBAN,0,0,6,10667,53615,29759,23856,38.76,1383.0,1383.2559339525285
0200000000,0200000000T,02,000,00000,STATE,Himachal Pradesh,TOTAL,17882,2808,59,1483280,6864602,3481873,3382729,55673.0,123.0,123.30217520162377
0200000000,0200000000R,02,000,00000,STATE,Himachal Pradesh,RURAL,17882,2808,0,1312510,6176050,3110345,3065705,55402.18,111.0,111.4766603047028
0200000000,0200000000U,02,000,00000,STATE,Himachal Pradesh,URBAN,0,0,59,170770,688552,371528,317024,270.82,2542.0,2542.4710139576105
0202300000,0202300000T,02,023,00000,DISTRICT,Chamba,TOTAL,1110,481,5,102460,519080,261320,257760,6522.0002245146725,80.0,79.58908036355163
0202300000,0202300000R,02,023,00000,DISTRICT,Chamba,RURAL,1110,481,0,94596,482972,241963,241009,6501.26,74.0,74.28898398156664
0202300000,0202300000U,02,023,00000,DISTRICT,Chamba,URBAN,0,0,5,7864,36108,19357,16751,20.74,1741.0,1740.9836065573772
0202300083,0202300083T,02,023,00083,SUB-DISTRICT,Pangi,TOTAL,60,46,0,3952,18868,9579,9289,1515.455245321114,12.0,12.450384172184515
0202300083,0202300083R,02,023,00083,SUB-DISTRICT,Pangi,RURAL,60,46,0,3952,18868,9579,9289,1515.455245321114,12.0,12.450384172184515
0202300083,0202300083U,02,023,00083,SUB-DISTRICT,Pangi,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300084,0202300084T,02,023,00084,SUB-DISTRICT,Chaurah,TOTAL,181,131,0,14142,78988,40152,38836,1164.894564119854,68.0,67.80699509889125
0202300084,0202300084R,02,023,00084,SUB-DISTRICT,Chaurah,RURAL,181,131,0,14142,78988,40152,38836,1164.894564119854,68.0,67.80699509889125
0202300084,0202300084U,02,023,00084,SUB-DISTRICT,Chaurah,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300085,0202300085T,02,023,00085,SUB-DISTRICT,Saluni,TOTAL,132,46,0,8815,47939,24197,23742,362.0248525754306,132.0,132.41908575879208
0202300085,0202300085R,02,023,00085,SUB-DISTRICT,Saluni,RURAL,132,46,0,8815,47939,24197,23742,362.0248525754306,132.0,132.41908575879208
0202300085,0202300085U,02,023,00085,SUB-DISTRICT,Saluni,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300086,0202300086T,02,023,00086,SUB-DISTRICT,Bhalai,TOTAL,78,2,0,4774,25326,12561,12765,133.25185124403168,190.0,190.06114934657873
0202300086,0202300086R,02,023,00086,SUB-DISTRICT,Bhalai,RURAL,78,2,0,4774,25326,12561,12765,133.25185124403168,190.0,190.06114934657873
0202300086,0202300086U,02,023,00086,SUB-DISTRICT,Bhalai,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300087,0202300087T,02,023,00087,SUB-DISTRICT,Dalhousie,TOTAL,119,7,2,9514,46760,24339,22421,159.95734751725522,292.0,292.3279281994584
0202300087,0202300087R,02,023,00087,SUB-DISTRICT,Dalhousie,RURAL,119,7,0,7507,36160,17968,18192,148.25734751725523,244.0,243.90022218488326
0202300087,0202300087U,02,023,00087,SUB-DISTRICT,Dalhousie,URBAN,0,0,2,2007,10600,6371,4229,11.7,906.0,905.982905982906
0202300088,0202300088T,02,023,00088,SUB-DISTRICT,Bhattiyat,TOTAL,123,10,2,8897,42967,21550,21417,248.88379172063836,173.0,172.63880344698646
0202300088,0202300088R,02,023,00088,SUB-DISTRICT,Bhattiyat,RURAL,123,10,0,7596,37392,18535,18857,244.17379172063835,153.0,153.13682822594063
0202300088,0202300088U,02,023,00088,SUB-DISTRICT,Bhattiyat,URBAN,0,0,2,1301,5575,3015,2560,4.71,1184.0,1183.651804670913
0202300089,0202300089T,02,023,00089,SUB-DISTRICT,Sihunta,TOTAL,80,17,0,8297,39871,19634,20237,264.18636775793277,151.0,150.91997493425845
0202300089,0202300089R,02,023,00089,SUB-DISTRICT,Sihunta,RURAL,80,17,0,8297,39871,19634,20237,264.18636775793277,151.0,150.91997493425845
0202300089,0202300089U,02,023,00089,SUB-DISTRICT,Sihunta,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300090,0202300090T,02,023,00090,SUB-DISTRICT,Chamba,TOTAL,241,66,1,35900,179253,89199,90054,1012.2771446685192,177.0,177.07897579639445
0202300090,0202300090R,02,023,00090,SUB-DISTRICT,Chamba,RURAL,241,66,0,31344,159320,79228,80092,1007.9471446685192,158.0,158.06384376672364
0202300090,0202300090U,02,023,00090,SUB-DISTRICT,Chamba,URBAN,0,0,1,4556,19933,9971,9962,4.33,4603.0,4603.464203233256
0202300091,0202300091T,02,023,00091,SUB-DISTRICT,Holi,TOTAL,46,94,0,3027,14094,7236,6858,716.0666401334067,20.0,19.68252563389103
0202300091,0202300091R,02,023,00091,SUB-DISTRICT,Holi,RURAL,46,94,0,3027,14094,7236,6858,716.0666401334067,20.0,19.68252563389103
0202300091,0202300091U,02,023,00091,SUB-DISTRICT,Holi,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202300092,0202300092T,02,023,00092,SUB-DISTRICT,Brahmaur,TOTAL,50,62,0,5142,25014,12873,12141,945.0131863564894,26.0,26.469471919690136
0202300092,0202300092R,02,023,00092,SUB-DISTRICT,Brahmaur,RURAL,50,62,0,5142,25014,12873,12141,945.0131863564894,26.0,26.469471919690136
0202300092,0202300092U,02,023,00092,SUB-DISTRICT,Brahmaur,URBAN,0,0,0,0,0,0,0,0.0,0.0,0.0
0202400000,0202400000T,02,024,00000,DISTRICT,Kangra,TOTAL,3617,252,9,338887,1510075,750591,759484,5739.000080797061,263.0,263.1251051995583
0202400000,0202400000R,02,024,00000,DISTRICT,Kangra,RURAL,3617,252,0,318379,1423794,705365,718429,5691.340080797061,250.0,250.16849806673306
0202400000,0202400000U,02,024,00000,DISTRICT,Kangra,URBAN,0,0,9,20508,86281,45226,41055,47.66,1810.0,1810.3441040704995
0202400093,0202400093T,02,024,00093,SUB-DISTRICT,Nurpur,TOTAL,392,27,1,37267,176525,90074,86451,540.4221802474495,327.0,326.6427738387281
0202400093,0202400093R,02,024,00093,SUB-DISTRICT,Nurpur,RURAL,392,27,0,35130,166718,84969,81749,535.6721802474495,311.0,311.23139514728194
0202400093,0202400093U,02,024,00093,SUB-DISTRICT,Nurpur,URBAN,0,0,1,2137,9807,5105,4702,4.75,2065.0,2064.6315789473683
0202400094,0202400094T,02,024,00094,SUB-DISTRICT,Indora,TOTAL,112,4,1,16720,81226,42226,39000,298.12916541036685,272.0,272.4523777745615
0202400094,0202400094R,02,024,00094,SUB-DISTRICT,Indora,RURAL,112,4,0,15716,76692,39901,36791,288.80916541036686,266.0,265.54558921642564
0202400094,0202400094U,02,024,00094,SUB-DISTRICT,Indora,URBAN,0,0,1,1004,4534,2325,2209,9.32,486.0,486.48068669527896
0202400095,0202400095T,02,024,00095,SUB-DISTRICT,Fatehpur,TOTAL,223,19,0,13185,62041,31105,30936,305.9878131087973,203.0,202.75644108068005
